,Source_airport,Destination_airport,Routes
3750,Hong Kong,Mauritius,1
3751,Singapore,East Timor,1
3752,East Timor,Singapore,1
3753,Maldives,Malaysia,1
3754,Malaysia,Maldives,1
3755,Malaysia,Germany,1
3756,Germany,Malaysia,1
3757,Nigeria,Cote d'Ivoire,1
3758,Switzerland,Lebanon,1
3759,Lebanon,Switzerland,1
3760,Lebanon,Greece,1
3761,Greece,Lebanon,1
3762,Cote d'Ivoire,Nigeria,1
3764,Croatia,Hungary,1
3765,Montenegro,Hungary,1
3766,Macedonia,Hungary,1
3767,Bosnia and Herzegovina,Hungary,1
3768,Cyprus,Hungary,1
3769,Hungary,Croatia,1
3770,Hungary,Montenegro,1
3771,Hungary,Macedonia,1
3772,Hungary,Bosnia and Herzegovina,1
3773,Hungary,Cyprus,1
3774,Hungary,Lebanon,1
3775,Lebanon,Hungary,1
3776,Albania,Belgium,1
3777,Belgium,Albania,1
3778,Israel,South Africa,1
3779,Israel,Hong Kong,1
3780,Israel,India,1
3781,South Africa,Israel,1
3782,Hong Kong,Israel,1
3783,India,Israel,1
3784,Switzerland,Cuba,1
3785,Switzerland,Dominican Republic,1
3786,Switzerland,Romania,1
3787,Switzerland,Tanzania,1
3788,Switzerland,Hong Kong,1
3789,Switzerland,Brazil,1
3790,Dominican Republic,Switzerland,1
3791,Romania,Switzerland,1
3792,Hong Kong,Switzerland,1
3793,Brazil,Switzerland,1
3794,Mexico,Switzerland,1
3795,Canada,El Salvador,1
3796,Costa Rica,Ecuador,1
3797,El Salvador,Canada,1
3798,Ecuador,Costa Rica,1
3799,Poland,Lithuania,1
3800,Poland,Estonia,1
3801,Poland,Georgia,1
3802,Poland,Cyprus,1
3803,Poland,Vietnam,1
3804,Poland,Greece,1
3805,Lithuania,Poland,1
3806,Estonia,Poland,1
3807,Georgia,Poland,1
3808,Cyprus,Poland,1
3809,Vietnam,Poland,1
3810,Greece,Poland,1
3811,Netherlands Antilles,Saint Lucia,1
3812,Netherlands Antilles,Antigua and Barbuda,1
3813,Saint Vincent and the Grenadines,Saint Lucia,1
3814,Saint Vincent and the Grenadines,Puerto Rico,1
3815,Saint Vincent and the Grenadines,Trinidad and Tobago,1
3816,Virgin Islands,Anguilla,1
3817,Saint Lucia,Netherlands Antilles,1
3818,Saint Lucia,Saint Vincent and the Grenadines,1
3819,Saint Lucia,Dominica,1
3820,Saint Lucia,Antigua and Barbuda,1
3821,Puerto Rico,Saint Vincent and the Grenadines,1
3822,Guadeloupe,Dominica,1
3823,Guadeloupe,Antigua and Barbuda,1
3824,Trinidad and Tobago,Saint Vincent and the Grenadines,1
3825,Saint Kitts and Nevis,British Virgin Islands,1
3826,Guyana,Barbados,1
3827,British Virgin Islands,Antigua and Barbuda,1
3828,Dominica,Saint Lucia,1
3829,Dominica,Guadeloupe,1
3830,Dominica,Barbados,1
3831,Dominica,Antigua and Barbuda,1
3832,Barbados,Saint Lucia,1
3833,Barbados,Guyana,1
3834,Barbados,Dominica,1
3835,Anguilla,Virgin Islands,1
3836,Anguilla,Antigua and Barbuda,1
3837,Antigua and Barbuda,Netherlands Antilles,1
3838,Antigua and Barbuda,Saint Lucia,1
3839,Antigua and Barbuda,Guadeloupe,1
3840,Antigua and Barbuda,British Virgin Islands,1
3841,Antigua and Barbuda,Dominica,1
3842,Antigua and Barbuda,Anguilla,1
3843,Albania,Germany,1
3844,Equatorial Guinea,Nigeria,1
3845,Germany,Albania,1
3846,Gabon,Germany,1
3847,Germany,Gabon,1
3848,Germany,Argentina,1
3849,Germany,Venezuela,1
3850,Germany,Ghana,1
3851,Argentina,Germany,1
3852,Venezuela,Germany,1
3853,Ghana,Germany,1
3854,Nigeria,Equatorial Guinea,1
3855,Cape Verde,Luxembourg,1
3856,Tunisia,Luxembourg,1
3857,Luxembourg,Tunisia,1
3858,Luxembourg,Cape Verde,1
3859,Luxembourg,Morocco,1
3860,Morocco,Luxembourg,1
3861,Chile,Dominican Republic,1
3862,Chile,Ecuador,1
3863,Chile,Venezuela,1
3864,Argentina,Falkland Islands,1
3865,Dominican Republic,Chile,1
3866,Falkland Islands,Chile,1
3867,Chile,French Polynesia,1
3868,Ecuador,Chile,1
3869,Ecuador,Argentina,1
3870,Argentina,Ecuador,1
3871,Venezuela,Chile,1
3872,Liberia,Senegal,1
3873,Guinea-Bissau,Sierra Leone,1
3874,Sierra Leone,Guinea-Bissau,1
3875,Senegal,Liberia,1
3876,Cuba,Cayman Islands,1
3877,Cayman Islands,Cuba,1
3878,Kuwait,Malaysia,1
3879,Kuwait,Thailand,1
3880,Malaysia,Kuwait,1
3881,Sri Lanka,Kuwait,1
3882,Thailand,Kuwait,1
3883,Seychelles,Kenya,1
3884,Burkina Faso,Kenya,1
3885,Chad,Kenya,1
3886,Chad,Benin,1
3887,Kenya,Seychelles,1
3888,Kenya,Burkina Faso,1
3889,Kenya,Chad,1
3890,Kenya,Sudan,1
3891,Kenya,Comoros,1
3892,Kenya,Mayotte,1
3893,Kenya,Benin,1
3894,Kenya,Mali,1
3895,Kenya,Thailand,1
3896,Kenya,Central African Republic,1
3897,Kenya,Ghana,1
3898,Kenya,Cote d'Ivoire,1
3899,Gabon,Kenya,1
3900,Sudan,Kenya,1
3901,Sierra Leone,Ghana,1
3902,Mayotte,Kenya,1
3903,Benin,Chad,1
3904,Benin,Kenya,1
3905,Mali,Kenya,1
3906,Thailand,Kenya,1
3907,Central African Republic,Kenya,1
3908,Ghana,Kenya,1
3909,Ghana,Sierra Leone,1
3910,Cote d'Ivoire,Kenya,1
3911,Malta,Russia,1
3912,Malta,Greece,1
3913,Russia,Malta,1
3914,Greece,Malta,1
3915,Philippines,Netherlands,1
3916,Luxembourg,Netherlands,1
3917,South Korea,Netherlands,1
3918,Cuba,Netherlands,1
3919,Argentina,Netherlands,1
3920,Tanzania,Netherlands,1
3921,Netherlands,Philippines,1
3922,Netherlands,Luxembourg,1
3923,Netherlands,Tanzania,1
3924,Netherlands,Argentina,1
3925,Netherlands,Ghana,1
3926,Ghana,Netherlands,1
3927,Switzerland,South Korea,1
3928,Israel,South Korea,1
3929,Uzbekistan,Egypt,1
3930,Fiji,South Korea,1
3931,Nepal,South Korea,1
3932,South Korea,Austria,1
3933,South Korea,Israel,1
3934,South Korea,Fiji,1
3935,South Korea,Spain,1
3936,South Korea,Nepal,1
3937,South Korea,New Zealand,1
3938,Egypt,Uzbekistan,1
3939,New Zealand,South Korea,1
3940,Georgia,Kazakhstan,1
3941,Malaysia,Kazakhstan,1
3942,Kyrgyzstan,Kazakhstan,1
3943,Thailand,Kazakhstan,1
3944,Kazakhstan,Georgia,1
3945,Kazakhstan,Malaysia,1
3946,Kazakhstan,Kyrgyzstan,1
3947,Kazakhstan,Thailand,1
3948,Bhutan,Nepal,1
3949,Bhutan,Bangladesh,1
3950,Nepal,Bhutan,1
3951,Bangladesh,Bhutan,1
3952,Cambodia,Hong Kong,1
3953,Hong Kong,Cambodia,1
3954,Turks and Caicos Islands,Jamaica,1
3955,Jamaica,Turks and Caicos Islands,1
3956,Macedonia,Serbia,1
3957,Bosnia and Herzegovina,Serbia,1
3958,Cyprus,Serbia,1
3959,Serbia,Macedonia,1
3960,Serbia,Bosnia and Herzegovina,1
3961,Serbia,Cyprus,1
3962,Korea,Thailand,1
3963,Thailand,Korea,1
3964,Albania,Slovenia,1
3965,Macedonia,Slovenia,1
3966,Bosnia and Herzegovina,Slovenia,1
3967,Slovenia,Albania,1
3968,Slovenia,Macedonia,1
3969,Slovenia,Bosnia and Herzegovina,1
3970,Slovenia,Netherlands,1
3971,Netherlands,Slovenia,1
3972,Mali,Spain,1
3973,Gambia,Spain,1
3974,Serbia,Spain,1
3975,Spain,Mali,1
3976,Spain,Gambia,1
3977,Spain,Serbia,1
3978,Switzerland,Bosnia and Herzegovina,1
3979,Bosnia and Herzegovina,Denmark,1
3980,Bosnia and Herzegovina,Netherlands,1
3981,Denmark,Bosnia and Herzegovina,1
3982,Bosnia and Herzegovina,Switzerland,1
3983,Netherlands,Bosnia and Herzegovina,1
3984,Israel,Azerbaijan,1
3985,Italy,Azerbaijan,1
3986,Azerbaijan,Israel,1
3987,Azerbaijan,Italy,1
3988,Yemen,Kenya,1
3989,Yemen,Sudan,1
3990,Yemen,Lebanon,1
3991,Yemen,Eritrea,1
3992,Yemen,Ethiopia,1
3993,Kenya,Yemen,1
3994,Sudan,Yemen,1
3995,Djibouti,Comoros,1
3996,Comoros,Yemen,1
3997,Comoros,Djibouti,1
3998,Lebanon,Yemen,1
3999,Eritrea,Yemen,1
4000,Ethiopia,Yemen,1
4001,Uzbekistan,Iran,1
4002,France,Iran,1
4003,Italy,Iran,1
4004,United Kingdom,Iran,1
4005,Iran,Uzbekistan,1
4006,Iran,France,1
4007,Iran,Italy,1
4008,Iran,United Kingdom,1
4009,Iran,Denmark,1
4010,Denmark,Iran,1
4011,India,Iran,1
4012,Italy,Senegal,1
4013,Senegal,Italy,1
4014,Costa Rica,Spain,1
4015,Panama,Spain,1
4016,Spain,Costa Rica,1
4017,Spain,Panama,1
4018,Spain,Nigeria,1
4019,Spain,South Africa,1
4020,Spain,Guatemala,1
4021,Nigeria,Spain,1
4022,South Africa,Spain,1
4023,Liberia,Mali,1
4024,Togo,Gabon,1
4025,Gabon,Togo,1
4026,Mali,Liberia,1
4027,Israel,Uzbekistan,1
4028,Uzbekistan,Israel,1
4029,Uzbekistan,Japan,1
4030,Uzbekistan,Spain,1
4031,Uzbekistan,United Kingdom,1
4032,Uzbekistan,Pakistan,1
4033,Uzbekistan,Azerbaijan,1
4034,Uzbekistan,Germany,1
4035,Uzbekistan,France,1
4036,Uzbekistan,Thailand,1
4037,Uzbekistan,Turkmenistan,1
4038,Latvia,United States,1
4039,Japan,Uzbekistan,1
4040,United Kingdom,Uzbekistan,1
4041,Pakistan,Uzbekistan,1
4042,United States,Latvia,1
4043,Azerbaijan,Uzbekistan,1
4044,Switzerland,Uzbekistan,1
4045,Germany,Uzbekistan,1
4046,France,Uzbekistan,1
4047,Thailand,Uzbekistan,1
4048,Turkmenistan,Uzbekistan,1
4049,Seychelles,Mauritius,1
4050,Seychelles,South Africa,1
4051,Mauritius,Seychelles,1
4052,South Africa,Seychelles,1
4053,American Samoa,United States,1
4054,United States,American Samoa,1
4055,Guernsey,France,1
4056,France,Guernsey,1
4057,Greenland,Denmark,1
4058,Denmark,Greenland,1
4059,Kenya,Bahrain,1
4060,Afghanistan,Bahrain,1
4061,Switzerland,Bahrain,1
4062,Germany,Bahrain,1
4063,Uganda,Bahrain,1
4064,Bangladesh,Bahrain,1
4065,Denmark,Bahrain,1
4066,France,Bahrain,1
4067,Bahrain,Kenya,1
4068,Bahrain,Afghanistan,1
4069,Bahrain,Switzerland,1
4070,Bahrain,Germany,1
4071,Bahrain,Uganda,1
4072,Bahrain,Bangladesh,1
4073,Bahrain,Denmark,1
4074,Bahrain,France,1
4075,Bahrain,Greece,1
4076,Bahrain,Ethiopia,1
4077,Greece,Bahrain,1
4078,Ethiopia,Bahrain,1
4079,Dominican Republic,Venezuela,1
4080,Brazil,Barbados,1
4081,Venezuela,Dominican Republic,1
4082,Brazil,Netherlands Antilles,1
4083,Barbados,Brazil,1
4084,Aruba,Brazil,1
4085,United Arab Emirates,Djibouti,1
4086,United Arab Emirates,Serbia,1
4087,Serbia,United Arab Emirates,1
4088,Estonia,Spain,1
4089,Estonia,Ireland,1
4090,Estonia,Italy,1
4091,Latvia,Ireland,1
4092,Sweden,Malta,1
4093,Malta,Sweden,1
4094,Malta,Ireland,1
4095,Spain,Slovakia,1
4096,Cyprus,Spain,1
4097,Cyprus,Belgium,1
4098,Lithuania,France,1
4099,Spain,Estonia,1
4100,Spain,Cyprus,1
4101,Ireland,Estonia,1
4102,Ireland,Latvia,1
4103,Ireland,Malta,1
4104,Ireland,Slovakia,1
4105,Belgium,Cyprus,1
4106,Belgium,Slovakia,1
4107,France,Lithuania,1
4108,France,Slovakia,1
4109,Slovakia,Spain,1
4110,Slovakia,Ireland,1
4111,Slovakia,Belgium,1
4112,Slovakia,France,1
4113,Italy,Estonia,1
4114,Fiji,Tuvalu,1
4115,United States,Samoa,1
4116,Tuvalu,Fiji,1
4117,Samoa,Fiji,1
4118,Iceland,France,1
4119,Iceland,Sweden,1
4120,Iceland,Netherlands,1
4121,France,Iceland,1
4122,Sweden,Iceland,1
4123,Netherlands,Iceland,1
4124,China,Afghanistan,1
4125,Russia,Afghanistan,1
4126,Afghanistan,China,1
4127,Afghanistan,Russia,1
4128,Afghanistan,Germany,1
4129,Germany,Afghanistan,1
4130,Switzerland,Bulgaria,1
4131,Bulgaria,Switzerland,1
4132,Bulgaria,Lebanon,1
4133,Lebanon,Bulgaria,1
4134,Belarus,United Arab Emirates,1
4135,United Arab Emirates,Belarus,1
4136,Israel,Ethiopia,1
4137,Congo (Brazzaville),Ethiopia,1
4138,China,Ethiopia,1
4139,Burkina Faso,Ethiopia,1
4140,Niger,Nigeria,1
4141,Chad,Ethiopia,1
4142,Mozambique,Ethiopia,1
4143,Zambia,Ethiopia,1
4144,Nigeria,Gabon,1
4145,Malawi,Congo (Kinshasa),1
4146,Malawi,Ethiopia,1
4147,Togo,Cote d'Ivoire,1
4148,Gabon,Nigeria,1
4149,Gabon,Ethiopia,1
4150,Angola,Ethiopia,1
4151,United States,Ethiopia,1
4152,Zimbabwe,Ethiopia,1
4153,Congo (Kinshasa),Malawi,1
4154,France,Ethiopia,1
4155,Ethiopia,Israel,1
4156,Ethiopia,Congo (Brazzaville),1
4157,Ethiopia,China,1
4158,Ethiopia,Burkina Faso,1
4159,Ethiopia,Chad,1
4160,Ethiopia,Mozambique,1
4161,Ethiopia,Zambia,1
4162,Ethiopia,Malawi,1
4163,Ethiopia,Gabon,1
4164,Ethiopia,Angola,1
4165,Ethiopia,Zimbabwe,1
4166,Ethiopia,France,1
4167,Ethiopia,Ghana,1
4168,Ghana,Ethiopia,1
4169,Nigeria,Niger,1
4170,Spain,United Arab Emirates,1
4171,Nigeria,United Arab Emirates,1
4172,United Arab Emirates,Spain,1
4173,United Arab Emirates,Nigeria,1
4174,United Arab Emirates,Senegal,1
4175,United Arab Emirates,Tanzania,1
4176,United Arab Emirates,Ghana,1
4177,Senegal,United Arab Emirates,1
4178,Tanzania,United Arab Emirates,1
4179,Ghana,United Arab Emirates,1
4180,Czech Republic,Ireland,1
4181,Romania,Ireland,1
4182,Ireland,Czech Republic,1
4183,Ireland,Romania,1
4184,Ireland,Morocco,1
4185,Morocco,Ireland,1
4186,Tajikistan,India,1
4187,India,Tajikistan,1
4188,Norway,Cyprus,1
4189,Norway,United Arab Emirates,1
4190,Norway,Hungary,1
4191,Norway,Serbia,1
4192,Cyprus,Norway,1
4193,United Arab Emirates,Norway,1
4194,United Arab Emirates,Sweden,1
4195,Hungary,Norway,1
4196,Serbia,Norway,1
4197,Sweden,United Arab Emirates,1
4198,Kazakhstan,Armenia,1
4199,Armenia,Kazakhstan,1
4200,Sao Tome and Principe,Cape Verde,1
4201,Sao Tome and Principe,Angola,1
4202,Cape Verde,Sao Tome and Principe,1
4203,China,Angola,1
4204,Zambia,Angola,1
4205,Angola,Sao Tome and Principe,1
4206,Angola,China,1
4207,Angola,Zimbabwe,1
4208,Angola,Cuba,1
4209,Cuba,Angola,1
4210,Congo (Kinshasa),Angola,1
4211,Congo (Kinshasa),Central African Republic,1
4212,Central African Republic,Congo (Kinshasa),1
4213,Niger,Mali,1
4214,Mali,Niger,1
4215,United States,Guyana,1
4216,Guyana,United States,1
4217,Christmas Island,Australia,1
4218,Christmas Island,Cocos (Keeling) Islands,1
4219,Tonga,Australia,1
4220,Australia,Tonga,1
4221,Australia,Christmas Island,1
4222,Cocos (Keeling) Islands,Christmas Island,1
4223,Tanzania,Germany,1
4224,Austria,Dominican Republic,1
4225,Puerto Rico,Germany,1
4226,Seychelles,Germany,1
4227,Dominican Republic,Austria,1
4228,Cuba,Jamaica,1
4229,Germany,Saint Lucia,1
4230,Germany,Trinidad and Tobago,1
4231,Germany,Puerto Rico,1
4232,Germany,Seychelles,1
4233,Germany,Tanzania,1
4234,Germany,Gambia,1
4235,Germany,Barbados,1
4236,Germany,Antigua and Barbuda,1
4237,Gambia,Germany,1
4238,Barbados,Germany,1
4239,China,Georgia,1
4240,China,Turkmenistan,1
4241,Georgia,China,1
4242,Turkmenistan,China,1
4243,Switzerland,Cyprus,1
4244,Cyprus,Switzerland,1
4245,Cyprus,France,1
4246,France,Cyprus,1
4247,Saudi Arabia,Hong Kong,1
4248,Hong Kong,Saudi Arabia,1
4249,Hong Kong,Bahrain,1
4250,Bahrain,Hong Kong,1
4251,Cuba,Argentina,1
4252,Canada,Panama,1
4253,Bolivia,Panama,1
4254,Honduras,Panama,1
4255,Netherlands Antilles,Panama,1
4256,Chile,Panama,1
4257,Panama,Canada,1
4258,Panama,Bolivia,1
4259,Panama,Honduras,1
4260,Panama,Netherlands Antilles,1
4261,Panama,Chile,1
4262,Panama,Trinidad and Tobago,1
4263,Panama,Haiti,1
4264,Panama,Bahamas,1
4265,Panama,Uruguay,1
4266,Panama,Peru,1
4267,Panama,Guatemala,1
4268,Panama,Paraguay,1
4269,Trinidad and Tobago,Panama,1
4270,Haiti,Panama,1
4271,Bahamas,Panama,1
4272,Uruguay,Panama,1
4273,Peru,Panama,1
4274,Guatemala,Panama,1
4275,Paraguay,Panama,1
4276,Austria,Taiwan,1
4277,Taiwan,Austria,1
4278,Taiwan,Palau,1
4279,Taiwan,Burma,1
4280,Taiwan,United Kingdom,1
4281,Taiwan,Germany,1
4282,Palau,Taiwan,1
4283,Burma,Taiwan,1
4284,United Kingdom,Taiwan,1
4285,Germany,Taiwan,1
4286,China,Spain,1
4287,Spain,China,1
4288,Canada,Trinidad and Tobago,1
4289,Trinidad and Tobago,Canada,1
4290,Trinidad and Tobago,Jamaica,1
4291,Trinidad and Tobago,Guyana,1
4292,Trinidad and Tobago,Antigua and Barbuda,1
4293,Bahamas,Jamaica,1
4294,Jamaica,Trinidad and Tobago,1
4295,Jamaica,Bahamas,1
4296,Jamaica,Barbados,1
4297,Jamaica,Antigua and Barbuda,1
4298,Guyana,Trinidad and Tobago,1
4299,Barbados,Jamaica,1
4300,Antigua and Barbuda,Trinidad and Tobago,1
4301,Antigua and Barbuda,Jamaica,1
4302,Mexico,Italy,1
4303,Switzerland,Latvia,1
4304,Israel,Latvia,1
4305,Estonia,Latvia,1
4306,Latvia,Switzerland,1
4307,Latvia,Israel,1
4308,Latvia,Estonia,1
4309,Latvia,United Arab Emirates,1
4310,Latvia,France,1
4311,Latvia,Spain,1
4312,United Arab Emirates,Latvia,1
4313,France,Latvia,1
4314,Spain,Latvia,1
4315,Taiwan,France,1
4316,France,Taiwan,1
4317,Zambia,Botswana,1
4318,Zimbabwe,Botswana,1
4319,Botswana,Zambia,1
4320,China,Brunei,1
4321,Australia,Brunei,1
4322,Saudi Arabia,Brunei,1
4323,United Arab Emirates,Brunei,1
4324,Brunei,China,1
4325,Brunei,Australia,1
4326,Brunei,Saudi Arabia,1
4327,Brunei,United Arab Emirates,1
4328,Italy,Bangladesh,1
4329,United Kingdom,Bangladesh,1
4330,Bangladesh,United Kingdom,1
4331,Bangladesh,Hong Kong,1
4332,Bangladesh,Italy,1
4333,Isle of Man,Switzerland,1
4334,Switzerland,Isle of Man,1
4335,United Kingdom,Sierra Leone,1
4336,Sudan,Lebanon,1
4337,Azerbaijan,Kyrgyzstan,1
4338,Kyrgyzstan,Azerbaijan,1
4339,Sierra Leone,United Kingdom,1
4340,Lebanon,Sudan,1
4341,Bahamas,United Kingdom,1
4342,Bahamas,Cayman Islands,1
4343,Zambia,United Kingdom,1
4344,United Kingdom,Bahamas,1
4345,United Kingdom,Zambia,1
4346,United Kingdom,Argentina,1
4347,United Kingdom,Uganda,1
4348,United Kingdom,Tanzania,1
4349,United Kingdom,Bermuda,1
4350,Cayman Islands,Bahamas,1
4351,Argentina,United Kingdom,1
4352,Uganda,United Kingdom,1
4353,Tanzania,United Kingdom,1
4354,Bermuda,United Kingdom,1
4355,Kazakhstan,Belarus,1
4356,Israel,Belarus,1
4357,Belarus,Kazakhstan,1
4358,Belarus,Israel,1
4359,Belarus,United Kingdom,1
4360,Belarus,Cyprus,1
4361,Belarus,Iran,1
4362,Belarus,Armenia,1
4363,Belarus,France,1
4364,Belarus,Lebanon,1
4365,Belarus,Turkmenistan,1
4366,Belarus,Sweden,1
4367,Belarus,Netherlands,1
4368,United Kingdom,Belarus,1
4369,Cyprus,Belarus,1
4370,Iran,Belarus,1
4371,Armenia,Belarus,1
4372,France,Belarus,1
4373,Lebanon,Belarus,1
4374,Turkmenistan,Belarus,1
4375,Sweden,Belarus,1
4376,Netherlands,Belarus,1
4377,Libya,Italy,1
4378,Italy,Libya,1
4379,Italy,Nigeria,1
4380,Italy,Venezuela,1
4381,Venezuela,Italy,1
4382,Ghana,Italy,1
4383,Austria,Finland,1
4384,Singapore,Finland,1
4385,South Korea,Finland,1
4386,Hong Kong,Finland,1
4387,Finland,Austria,1
4388,Finland,Singapore,1
4389,Finland,South Korea,1
4390,Finland,Hong Kong,1
4391,Finland,India,1
4392,Finland,Thailand,1
4393,India,Finland,1
4394,Thailand,Finland,1
4395,Bolivia,Colombia,1
4396,Colombia,Bolivia,1
4397,Canada,Morocco,1
4398,Libya,Morocco,1
4399,Russia,Morocco,1
4400,Equatorial Guinea,Morocco,1
4401,Liberia,Morocco,1
4402,Congo (Brazzaville),Morocco,1
4403,Guinea-Bissau,Morocco,1
4404,Burkina Faso,Morocco,1
4405,Niger,Morocco,1
4406,Nigeria,Morocco,1
4407,Togo,Morocco,1
4408,Gabon,Angola,1
4409,Gabon,Morocco,1
4410,Angola,Gabon,1
4411,Sierra Leone,Morocco,1
4412,Senegal,Morocco,1
4413,Benin,Morocco,1
4414,Morocco,Canada,1
4415,Morocco,Libya,1
4416,Morocco,Russia,1
4417,Morocco,Equatorial Guinea,1
4418,Morocco,Liberia,1
4419,Morocco,Congo (Brazzaville),1
4420,Morocco,Burkina Faso,1
4421,Morocco,Niger,1
4422,Morocco,Nigeria,1
4423,Morocco,Togo,1
4424,Morocco,Gabon,1
4425,Morocco,Sierra Leone,1
4426,Morocco,Senegal,1
4427,Morocco,Benin,1
4428,Morocco,Guinea,1
4429,Morocco,Mali,1
4430,Morocco,Gambia,1
4431,Morocco,Lebanon,1
4432,Morocco,Ghana,1
4433,Morocco,Cote d'Ivoire,1
4434,Guinea,Morocco,1
4435,Mali,Morocco,1
4436,Gambia,Guinea-Bissau,1
4437,Gambia,Morocco,1
4438,Lebanon,Morocco,1
4439,Ghana,Morocco,1
4440,Cote d'Ivoire,Morocco,1
4441,Argentina,New Zealand,1
4442,New Zealand,Argentina,1
4443,Mexico,China,1
4444,Honduras,Mexico,1
4445,China,Mexico,1
4446,Japan,Mexico,1
4447,Mexico,Honduras,1
4448,Mexico,Venezuela,1
4449,Venezuela,Mexico,1
4450,Laos,Malaysia,1
4451,Macau,Malaysia,1
4452,Malaysia,Laos,1
4453,Malaysia,Macau,1
4454,Canada,India,1
4455,India,Canada,1
4456,Canada,Algeria,1
4457,Russia,Algeria,1
4458,China,Algeria,1
4459,Burkina Faso,Algeria,1
4460,Mauritania,Algeria,1
4461,Niger,Algeria,1
4462,Switzerland,Algeria,1
4463,United Arab Emirates,Algeria,1
4464,Senegal,Algeria,1
4465,Belgium,Algeria,1
4466,Mali,Algeria,1
4467,Lebanon,Algeria,1
4468,Jordan,Algeria,1
4469,Algeria,Canada,1
4470,Algeria,Russia,1
4471,Algeria,China,1
4472,Algeria,Burkina Faso,1
4473,Algeria,Mauritania,1
4474,Algeria,Niger,1
4475,Algeria,Switzerland,1
4476,Algeria,United Arab Emirates,1
4477,Algeria,Senegal,1
4478,Algeria,Belgium,1
4479,Algeria,Mali,1
4480,Algeria,Lebanon,1
4481,Algeria,Jordan,1
4482,Equatorial Guinea,France,1
4483,Liberia,Guinea,1
4484,Congo (Brazzaville),France,1
4485,Burkina Faso,France,1
4486,Mauritania,Guinea,1
4487,Mauritania,France,1
4488,Chad,France,1
4489,Nigeria,France,1
4490,Peru,France,1
4491,Togo,France,1
4492,Gabon,France,1
4493,Djibouti,Saudi Arabia,1
4494,Saudi Arabia,Djibouti,1
4495,Sierra Leone,Guinea,1
4496,Argentina,France,1
4497,Benin,France,1
4498,Guinea,Liberia,1
4499,Guinea,Mauritania,1
4500,Guinea,Sierra Leone,1
4501,Guinea,France,1
4502,France,Equatorial Guinea,1
4503,France,Congo (Brazzaville),1
4504,France,Mauritania,1
4505,France,Chad,1
4506,France,Nigeria,1
4507,France,Peru,1
4508,France,Togo,1
4509,France,Gabon,1
4510,France,Argentina,1
4511,France,Benin,1
4512,France,Guinea,1
4513,France,Venezuela,1
4514,France,Colombia,1
4515,France,Central African Republic,1
4516,Venezuela,France,1
4517,Colombia,France,1
4518,Central African Republic,France,1
4519,Canada,Virgin Islands,1
4520,Canada,Saint Kitts and Nevis,1
4521,Canada,Costa Rica,1
4522,Canada,Chile,1
4523,Canada,Peru,1
4524,Canada,Venezuela,1
4525,Canada,Aruba,1
4526,Canada,Australia,1
4527,Canada,Guadeloupe,1
4528,Canada,Haiti,1
4529,Canada,Martinique,1
4530,Australia,Canada,1
4531,Saint Kitts and Nevis,Canada,1
4532,Costa Rica,Canada,1
4533,Chile,Canada,1
4534,Guadeloupe,Canada,1
4535,Haiti,Canada,1
4536,Peru,Canada,1
4537,Martinique,Canada,1
4538,Venezuela,Canada,1
4539,Aruba,Canada,1
4540,Macedonia,Germany,1
4541,Germany,Macedonia,1
4542,Germany,Netherlands Antilles,1
4543,Netherlands Antilles,Germany,1
4544,Saint Lucia,Puerto Rico,1
4545,Puerto Rico,Saint Lucia,1
4546,Puerto Rico,Guadeloupe,1
4547,Puerto Rico,Grenada,1
4548,Puerto Rico,Martinique,1
4549,Puerto Rico,Dominica,1
4550,Puerto Rico,Venezuela,1
4551,Puerto Rico,Barbados,1
4552,Guadeloupe,Puerto Rico,1
4553,Uruguay,United States,1
4554,United States,Uruguay,1
4555,Grenada,Puerto Rico,1
4556,Martinique,Puerto Rico,1
4557,Dominica,Puerto Rico,1
4558,Venezuela,Puerto Rico,1
4559,Barbados,Puerto Rico,1
4560,Israel,Georgia,1
4561,Georgia,Israel,1
4562,Georgia,Greece,1
4563,France,Georgia,1
4564,Greece,Georgia,1
4565,Spain,Moldova,1
4566,Moldova,Spain,1
4567,Moldova,Cyprus,1
4568,Greece,Moldova,1
4569,Puerto Rico,Anguilla,1
4570,Anguilla,Puerto Rico,1
4571,Chad,Sudan,1
4572,Chad,Central African Republic,1
4573,Central African Republic,Chad,1
4574,Burma,Cambodia,1
4575,Cambodia,Burma,1
4576,Cuba,Haiti,1
4577,Cuba,Nicaragua,1
4578,Netherlands Antilles,Haiti,1
4579,Suriname,Netherlands Antilles,1
4580,Haiti,Netherlands Antilles,1
4581,Netherlands Antilles,Suriname,1
4582,Montserrat,Antigua and Barbuda,1
4583,Antigua and Barbuda,Montserrat,1
4584,Bolivia,Spain,1
4585,Spain,Bolivia,1
4586,Dominican Republic,Argentina,1
4587,Argentina,Dominican Republic,1
4588,Germany,Tajikistan,1
4589,Tajikistan,Germany,1
4590,Israel,Egypt,1
4591,Egypt,Israel,1
4592,Burkina Faso,Senegal,1
4593,Burkina Faso,Ghana,1
4594,Senegal,Burkina Faso,1
4595,Ghana,Burkina Faso,1
4596,United States,Azerbaijan,1
4597,Azerbaijan,United States,1
